,City ID Number,City,Latitude,Temperature,Humidity,Cloudiness,Wind Speed,Longitude
418,3580733,Bodden Town,19.28,24.23,57,20,5.7,-81.25
419,86049,Jalu,29.03,12.72,74,0,2.27,21.55
420,1185095,Teknāf,20.86,26.69,37,0,0.13,92.31
421,3125287,Cervo,43.67,9.89,1,11,8.49,-7.41
422,2161515,Kiama,-34.68,27.48,51,59,4.1,150.87
423,1280037,Shache,38.42,6.65,47,99,3.01,77.24
424,5975004,High Level,58.52,-15.0,60,5,2.1,-117.14
425,4735729,Taylor,32.3,16.24,56,1,5.1,-99.83
426,3354071,Oranjemund,-28.55,19.91,76,9,1.35,16.43
427,245785,Abéché,13.83,23.89,11,0,10.96,20.83
428,2129376,Kushiro,42.98,-4.0,85,75,4.1,144.37
429,2216432,Jadu,31.95,14.8,35,66,4.67,12.03
430,1650232,Banjar,-8.19,31.0,84,40,4.6,114.97
431,2521582,Arona,28.1,15.75,77,0,3.6,-16.68
432,2015217,Tokur,53.13,-7.21,83,48,0.38,132.9
433,1525121,Borovskoy,53.8,-8.42,95,98,3.26,64.15
434,110690,Faya,18.39,13.48,76,0,2.1,42.45
435,161974,Bereket,39.24,7.12,67,55,0.8,55.52
436,1861416,Ishigaki,24.34,21.0,100,75,6.2,124.16
437,2122090,Pevek,69.7,-18.05,96,100,2.0,170.31
438,3381041,Mana,5.66,22.29,90,54,1.21,-53.78
439,104515,Makkah al Mukarramah,21.43,20.15,67,0,0.86,39.83
440,2063039,Port Keats,-14.25,31.17,68,100,3.36,129.55
441,1283334,Birin,26.89,13.43,58,0,1.6,88.07
442,524414,Murashi,59.4,-6.4,91,100,5.54,48.96
443,2168305,Dubbo,-32.25,32.0,21,0,5.1,148.62
444,3533462,Acapulco de Juárez,16.86,28.0,74,5,2.6,-99.89
445,1002145,George,-33.96,12.0,93,0,2.1,22.46
446,3520994,Puerto Escondido,15.85,28.0,88,75,2.6,-97.07
447,2020824,Lermontovka,47.15,-3.75,91,100,1.32,134.34
448,1633419,Padang,-0.95,28.27,57,100,0.88,100.35
449,336350,Goba,7.02,10.46,62,23,1.85,39.98
450,1498161,Muzhi,65.37,-1.34,89,95,8.0,64.67
451,2123814,Leningradskiy,69.38,-16.17,88,99,6.01,178.42
452,2511174,Santa Cruz de Tenerife,28.47,15.66,54,0,4.6,-16.25
453,1264489,Poladpur,17.98,26.68,32,0,0.76,73.47
454,3557758,Guane,22.2,19.17,68,0,6.81,-84.09
455,1272525,Diphu,25.83,22.97,52,0,0.88,93.43
456,1641497,Kanigoro,-8.13,29.52,70,76,0.83,112.22
457,511291,Perevolotskiy,51.88,-6.3,92,100,1.34,54.19
458,2025256,Chumikan,54.72,-11.15,84,100,1.63,135.31
459,2961651,Rush,53.52,3.39,69,20,9.3,-6.09
460,1516048,Khovd,48.01,-4.06,30,0,0.25,91.64
461,1497095,Novogornyy,55.63,-1.0,92,75,1.0,60.79
462,4031742,Egvekinot,66.32,-17.62,83,0,3.34,-179.17
463,3402621,Casa Nova,-9.42,28.0,78,94,2.6,-41.13
464,1525014,Būlaevo,54.91,-6.38,87,100,3.87,70.44
465,3899539,Antofagasta,-23.65,19.0,82,95,4.6,-70.4
466,1641977,Kalianget,-7.05,27.96,79,100,3.48,113.93
467,4676740,Brownsville,25.9,19.05,59,75,4.6,-97.5
468,2101169,Aitape,-3.14,27.96,81,100,7.2,142.35
469,503581,Pyaozerskiy,65.83,-11.53,72,95,1.42,31.17
470,1862415,Kumano,34.34,13.16,71,75,4.6,132.59
471,2245170,Podor,16.65,23.15,6,0,4.36,-14.96
472,3430545,Morón,-34.65,25.37,74,0,2.6,-58.62
473,5546220,Saint George,37.1,9.67,45,71,0.54,-113.58
474,3424901,Aasiaat,68.71,-25.7,96,100,1.7,-52.87
475,127319,Khorramshahr,30.44,16.0,82,0,2.1,48.17
476,597188,Mažeikiai,56.32,2.6,86,100,5.43,22.33
477,5847411,Kahului,20.89,20.72,83,75,9.8,-156.47
478,5671996,Polson,47.69,1.05,59,20,3.1,-114.16
479,2015913,Suntar,62.14,-13.36,90,100,1.61,117.63
480,3665202,Aripuanã,-9.17,22.65,99,72,0.5,-60.63
481,4362001,Mayo,38.89,-1.24,51,1,3.6,-76.51
482,2523082,Syracuse,37.09,7.48,93,0,4.1,15.28
483,3907584,Potosí,-19.58,7.16,91,99,3.22,-65.75
484,2122414,Orotukan,62.27,-13.73,75,8,1.6,151.7
485,524100,Muyezerskiy,63.93,-11.3,85,36,2.34,31.65
486,1806408,Yangjiang,21.85,26.11,62,0,1.23,111.97
487,1655140,Pakxan,18.38,31.75,31,10,1.34,103.66
488,2126682,Bilibino,68.05,-19.27,97,100,1.59,166.44
489,1733432,Kota Kinabalu,5.97,31.55,70,20,2.1,116.07
490,3353383,Rundu,-17.93,20.0,100,100,0.5,19.77
491,3407882,Altamira,-3.2,23.09,93,85,0.6,-52.21
492,2090021,Namatanai,-3.67,29.71,70,96,3.23,152.43
493,3728097,Les Cayes,18.2,25.94,74,34,3.15,-73.75
494,88533,Awjilah,29.11,12.72,74,0,2.27,21.29
495,2083537,Wewak,-3.55,26.66,88,99,3.03,143.63
496,1172682,Kundian,32.46,14.89,73,0,3.33,71.48
497,2093059,Kundiawa,-6.02,20.66,75,74,1.63,144.97
498,1337617,Muli,2.92,28.03,75,35,5.11,73.57
499,2448083,Agadez,19.75,18.29,12,0,4.43,10.25
500,1861084,Izumo,35.37,10.9,71,75,8.7,132.77
501,2021093,Kuytun,54.34,-8.34,87,79,5.03,101.5
502,4004293,Ixtapa,20.7,24.0,88,5,2.6,-105.2
503,5517061,Big Spring,32.25,16.03,54,1,8.7,-101.48
504,6149374,Slave Lake,55.28,-8.0,85,90,5.7,-114.77
505,3996426,Matamoros,25.53,23.38,16,40,2.6,-103.25
506,3133498,Tynset,62.28,-7.0,67,100,3.6,10.78
507,4013679,Coahuayana Viejo,18.73,24.0,64,5,2.09,-103.68
508,1813016,Songyang,34.46,11.54,34,54,3.77,113.03
509,3356832,Henties Bay,-22.12,19.2,82,100,1.23,14.28
510,1082243,Ambilobe,-13.2,23.94,94,8,1.66,49.05
511,2172797,Cairns,-16.92,31.99,59,20,4.6,145.77
512,1507035,Dzerzhinskoye,56.83,-9.09,92,99,3.8,95.23
513,3446445,Timóteo,-19.58,24.0,94,40,1.5,-42.64
514,702898,Lyubashivka,47.84,1.68,70,67,4.55,30.26
515,5367788,Lompoc,34.64,11.09,81,40,5.7,-120.46
516,3530839,China,25.7,18.49,70,0,11.65,-99.23
517,3639898,Guatire,10.48,20.81,98,55,4.1,-66.54
518,934649,Cap Malheureux,-19.98,25.0,94,40,2.29,57.61
519,3936456,Lima,-12.04,24.0,83,90,2.6,-77.03
520,3173615,Melfi,41.0,4.46,86,40,5.1,15.65
521,2155562,Nelson Bay,-32.72,29.43,62,3,3.6,152.15
522,2171722,Charters Towers,-20.1,31.5,43,0,3.81,146.27
523,3193563,Pazarić,43.79,0.14,92,56,1.5,18.16
524,1791779,Wanning,18.8,25.5,74,15,2.46,110.4
525,5404476,Ukiah,39.15,7.06,50,90,4.1,-123.21
526,541647,Krasnyy Kut,50.95,-0.67,87,67,1.7,46.97
527,515687,Olenino,56.21,-1.47,82,100,4.45,33.49
528,2036973,Heihe,50.24,-11.0,72,95,1.0,127.49
529,2384770,Mbaïki,3.87,23.9,60,2,1.86,17.99
530,2128975,Nemuro,43.32,-4.0,73,75,2.1,145.57
531,2399001,Mayumba,-3.43,25.79,86,100,3.58,10.66
532,2613939,Skagen,57.72,4.71,91,33,6.26,10.58
533,700159,Mykolayivka,47.54,1.98,73,33,3.99,30.76
534,935221,Saint-Paul,-21.01,23.18,88,48,1.5,55.27
535,1647991,Buaran,-7.05,28.21,81,99,3.4,109.55
536,2398269,Moanda,-1.56,21.34,97,100,1.11,13.22
537,495893,Shamkhal,43.06,5.83,81,90,4.0,47.34
538,1056899,Sambava,-14.27,21.21,97,43,1.01,50.17
539,2412408,Nioro,13.35,23.36,8,0,2.4,-15.75
540,2180991,Tolaga Bay,-38.37,18.91,67,0,4.83,178.3
541,1687894,Santa Rosa,14.31,29.13,65,75,3.6,121.11
542,3566573,Cabañas,22.98,17.89,59,40,4.6,-82.92
543,496285,Severodvinsk,64.56,-3.0,86,90,7.0,39.83
544,3693468,Pomabamba,-8.83,7.08,92,100,1.55,-77.47
545,6201197,Muhafazat Lahij,13.17,21.5,70,0,2.58,44.58
546,607610,Zhangaözen,43.3,3.15,77,100,5.46,52.8
547,863061,Usinsk,65.99,-4.99,91,100,7.99,57.53
548,333356,Kemisē,10.72,18.15,38,31,0.9,39.87
549,5928065,Cornwall,45.02,-12.3,66,90,4.6,-74.73
550,3979505,Guadalupe Victoria,32.29,24.0,22,1,2.1,-115.11
551,1626703,Soe,-9.86,31.31,59,100,0.19,124.28
552,3837213,San Juan,-31.54,28.57,21,0,9.41,-68.54
553,964406,Port Shepstone,-30.74,15.02,91,2,1.67,30.45
554,1513491,Yangi Marg`ilon,40.43,2.43,93,0,2.1,71.72
555,2629833,Husavik,66.04,1.0,64,90,2.1,-17.34
556,3220856,Neustadt an der Waldnaab,49.71,4.14,100,1,1.5,12.09
557,1862505,Hirara,24.8,24.48,83,75,7.7,125.28
558,5282297,Bethel,41.37,-5.01,41,1,3.1,-73.41
559,1035025,Nacala,-14.54,24.12,88,76,4.25,40.67
560,3057692,Senec,48.22,4.23,81,99,4.6,17.4
561,210379,Lusambo,-4.97,21.51,94,100,1.15,23.45
562,3529654,Dzilam González,21.28,21.79,65,0,9.58,-88.93
563,2120591,Tilichiki,60.47,-16.31,83,0,4.3,166.1
564,3662927,Pauini,-7.71,23.53,94,100,0.56,-66.98
565,3674292,Mosquera,4.71,12.0,93,85,1.0,-74.23
566,5069297,Grand Island,40.92,9.35,58,1,3.6,-98.34
567,1695546,Pandan,14.05,26.77,72,11,5.0,124.17
568,3943789,Chincha Alta,-13.41,22.38,83,75,7.2,-76.13
569,917688,Chongwe,-15.33,18.0,93,92,1.0,28.68
